uid,hotspot_0,hotspot_1,hotspot_2
25483,26,-1,-1
25485,26,-1,-1
25495,26,-1,-1
25506,26,-1,-1
25508,26,-1,-1
25509,26,-1,-1
25512,26,-1,-1
25524,26,-1,-1
25581,26,-1,-1
25603,26,-1,-1
25609,26,23,-1
25611,26,-1,-1
25624,26,-1,-1
25630,26,-1,-1
25632,26,-1,-1
25635,26,-1,-1
25643,26,-1,-1
25644,26,-1,-1
25654,26,-1,-1
25658,26,-1,-1
25664,26,-1,-1
25666,26,-1,-1
25667,26,13,-1
25690,26,-1,-1
25696,26,-1,-1
25698,26,23,-1
25706,26,-1,-1
25716,26,-1,-1
25724,26,23,-1
25741,26,-1,-1
25753,26,-1,-1
25769,26,-1,-1
25793,26,-1,-1
25796,26,-1,-1
25801,26,-1,-1
25803,26,-1,-1
25809,26,-1,-1
25810,26,-1,-1
25821,26,-1,-1
25841,26,-1,-1
25842,26,-1,-1
25843,26,-1,-1
25846,26,-1,-1
25850,26,-1,-1
25855,26,-1,-1
25863,26,21,-1
25866,26,-1,-1
25874,26,-1,-1
25877,26,-1,-1
25879,26,-1,-1
25899,26,-1,-1
25903,26,-1,-1
25918,26,-1,-1
25937,26,-1,-1
25956,26,-1,-1
25959,26,-1,-1
25972,26,-1,-1
25989,26,-1,-1
25999,26,-1,-1
26021,26,-1,-1
26030,26,-1,-1
26044,26,16,21
26059,26,-1,-1
26069,26,-1,-1
26087,26,-1,-1
26113,26,-1,-1
26114,26,-1,-1
26124,26,-1,-1
26126,26,-1,-1
26133,26,-1,-1
26136,26,-1,-1
26143,26,-1,-1
26146,26,-1,-1
26149,26,-1,-1
26151,26,-1,-1
26162,26,-1,-1
26165,26,-1,-1
26178,26,-1,-1
26180,26,-1,-1
26194,26,-1,-1
26197,26,-1,-1
26206,26,-1,-1
26215,26,10,-1
26219,26,-1,-1
26224,26,-1,-1
26228,26,-1,-1
26249,26,-1,-1
26250,26,-1,-1
26252,26,-1,-1
26274,26,-1,-1
26297,26,-1,-1
26315,26,-1,-1
26319,26,-1,-1
26324,26,-1,-1
26331,26,-1,-1
26338,26,-1,-1
26349,26,-1,-1
26362,26,-1,-1
26381,26,-1,-1
26384,26,-1,-1
26385,26,-1,-1
26390,26,-1,-1
26394,26,-1,-1
26395,26,-1,-1
26401,26,-1,-1
26412,26,-1,-1
26418,26,-1,-1
26431,26,-1,-1
26432,26,-1,-1
26435,26,-1,-1
26436,26,-1,-1
26457,26,-1,-1
26459,26,-1,-1
26461,26,-1,-1
26467,26,-1,-1
26481,26,-1,-1
26482,26,-1,-1
26506,26,-1,-1
26507,26,-1,-1
26532,26,-1,-1
26585,26,-1,-1
26604,26,-1,-1
26618,26,-1,-1
26619,26,-1,-1
26641,26,-1,-1
26652,26,-1,-1
26661,26,-1,-1
26664,26,-1,-1
26674,26,-1,-1
26689,26,-1,-1
26722,26,-1,-1
26732,26,-1,-1
26733,26,-1,-1
26735,26,-1,-1
26749,26,13,0
26790,26,-1,-1
26804,26,-1,-1
26823,26,-1,-1
26831,26,-1,-1
26835,26,-1,-1
26852,26,-1,-1
26853,26,-1,-1
26870,26,-1,-1
26873,26,-1,-1
26885,26,-1,-1
26899,26,-1,-1
26926,26,-1,-1
26936,26,-1,-1
26964,26,-1,-1
26992,26,-1,-1
26995,26,-1,-1
26999,26,-1,-1
27007,26,-1,-1
27008,26,-1,-1
27043,26,-1,-1
27044,26,-1,-1
27058,26,-1,-1
27064,26,-1,-1
27074,26,-1,-1
27084,26,-1,-1
27119,26,-1,-1
27146,26,-1,-1
27156,26,-1,-1
27157,26,-1,-1
27158,26,-1,-1
27161,26,13,-1
27165,26,-1,-1
27166,26,-1,-1
27167,26,-1,-1
27194,26,-1,-1
27195,26,-1,-1
27199,26,-1,-1
27207,26,-1,-1
27217,26,-1,-1
27224,26,-1,-1
27226,26,-1,-1
27240,26,-1,-1
27253,26,-1,-1
27254,26,-1,-1
27269,26,-1,-1
27281,26,-1,-1
27294,26,-1,-1
27310,26,-1,-1
27312,26,-1,-1
27318,26,-1,-1
27319,26,-1,-1
27332,26,-1,-1
27338,26,-1,-1
27351,26,-1,-1
27363,26,-1,-1
27373,26,-1,-1
27409,26,-1,-1
27410,26,-1,-1
27416,26,-1,-1
27430,26,-1,-1
27433,26,-1,-1
27442,26,10,13
27449,26,-1,-1
27453,26,-1,-1
27455,26,16,23
27462,26,-1,-1
27471,26,-1,-1
27479,26,-1,-1
27498,26,-1,-1
27503,26,-1,-1
27506,26,-1,-1
27507,26,-1,-1
27515,26,-1,-1
27517,26,-1,-1
27528,26,-1,-1
27529,26,-1,-1
27543,26,-1,-1
27562,26,-1,-1
27563,26,-1,-1
27565,26,1,-1
27570,26,-1,-1
27580,26,18,-1
27604,26,-1,-1
27615,26,-1,-1
27623,26,-1,-1
27631,26,-1,-1
27657,26,-1,-1
27664,26,-1,-1
27665,26,-1,-1
27670,26,-1,-1
27679,26,-1,-1
27681,13,26,-1
27682,26,-1,-1
27703,26,-1,-1
27708,26,-1,-1
27709,26,-1,-1
27710,26,-1,-1
27722,26,-1,-1
27727,26,-1,-1
27748,26,-1,-1
27754,26,-1,-1
27772,26,-1,-1
27784,26,-1,-1
27799,26,-1,-1
27800,26,15,10
27814,26,-1,-1
27816,26,-1,-1
27845,26,-1,-1
27851,26,-1,-1
27887,26,-1,-1
27892,26,-1,-1
27897,26,-1,-1
27905,26,-1,-1
27906,26,-1,-1
27910,26,-1,-1
27911,26,-1,-1
27925,26,-1,-1
27926,26,-1,-1
27937,26,-1,-1
27939,26,17,20
27941,26,-1,-1
27945,26,-1,-1
27946,26,-1,-1
27969,26,-1,-1
27977,26,-1,-1
27989,26,-1,-1
28006,26,-1,-1
28012,26,-1,-1
28013,26,-1,-1
28035,26,-1,-1
28036,26,-1,-1
28046,26,-1,-1
28061,26,-1,-1
28066,26,-1,-1
28067,26,-1,-1
28071,26,-1,-1
28073,26,-1,-1
28082,26,-1,-1
28088,26,-1,-1
28095,26,-1,-1
28103,26,-1,-1
28118,26,-1,-1
28127,26,-1,-1
28129,26,-1,-1
28139,26,-1,-1
28142,26,-1,-1
28143,26,-1,-1
28148,26,-1,-1
28160,26,-1,-1
28181,26,-1,-1
28189,26,16,-1
28192,26,-1,-1
28207,26,-1,-1
28209,26,-1,-1
28215,26,13,-1
28216,26,-1,-1
28242,26,-1,-1
28243,26,-1,-1
28247,26,-1,-1
28249,26,-1,-1
28258,26,-1,-1
28293,26,-1,-1
28299,26,-1,-1
28301,26,-1,-1
28309,26,-1,-1
28318,26,-1,-1
28320,26,-1,-1
28330,26,-1,-1
28356,26,-1,-1
28369,26,-1,-1
28371,26,-1,-1
28375,26,-1,-1
28386,26,-1,-1
28403,26,-1,-1
28407,26,-1,-1
28419,26,-1,-1
28426,26,13,-1
28428,26,-1,-1
28432,26,-1,-1
28436,26,-1,-1
28440,26,-1,-1
28442,26,-1,-1
28468,26,-1,-1
28487,26,-1,-1
28497,26,-1,-1
28511,26,-1,-1
28516,26,-1,-1
28527,26,-1,-1
28534,26,-1,-1
28539,26,-1,-1
28546,26,-1,-1
28551,26,-1,-1
28554,26,-1,-1
28567,26,-1,-1
28569,26,16,-1
28587,26,-1,-1
28597,26,23,10
28625,26,-1,-1
28635,26,-1,-1
28636,26,-1,-1
28644,26,-1,-1
28648,26,-1,-1
28651,26,-1,-1
28653,26,-1,-1
28654,26,-1,-1
28659,26,-1,-1
28663,26,-1,-1
28665,26,13,4
28669,26,-1,-1
28673,26,-1,-1
28682,26,-1,-1
28686,26,-1,-1
28688,26,-1,-1
28759,26,10,-1
28782,26,-1,-1
28803,26,-1,-1
28805,26,-1,-1
28837,26,-1,-1
28838,26,-1,-1
28842,26,-1,-1
28843,26,-1,-1
28863,26,-1,-1
28873,26,-1,-1
28880,26,-1,-1
28883,26,-1,-1
28884,26,-1,-1
28887,26,-1,-1
28925,26,-1,-1
28939,26,-1,-1
28941,26,-1,-1
28943,26,-1,-1
28954,26,-1,-1
28982,26,-1,-1
28987,26,-1,-1
28990,26,-1,-1
28992,26,-1,-1
29006,26,-1,-1
29013,26,11,10
29018,26,-1,-1
29022,26,-1,-1
29046,26,-1,-1
29049,26,-1,-1
29052,26,-1,-1
29054,26,-1,-1
29056,26,-1,-1
29079,26,-1,-1
29098,26,-1,-1
29101,26,-1,-1
29103,26,-1,-1
29104,26,-1,-1
29108,26,-1,-1
29122,26,13,16
29147,26,-1,-1
29167,26,-1,-1
29169,26,-1,-1
29175,26,-1,-1
29178,26,-1,-1
29179,26,-1,-1
29185,26,23,-1
29196,26,-1,-1
29205,26,-1,-1
29213,26,-1,-1
29218,26,-1,-1
29220,26,-1,-1
29233,26,16,-1
29238,26,-1,-1
29239,26,-1,-1
29241,26,-1,-1
29261,26,-1,-1
29269,26,-1,-1
29275,26,-1,-1
29301,26,-1,-1
29314,26,-1,-1
29330,26,-1,-1
29339,26,-1,-1
29344,26,-1,-1
29351,26,-1,-1
29352,26,-1,-1
29355,26,-1,-1
29373,26,-1,-1
29377,26,-1,-1
29385,26,-1,-1
29395,26,23,-1
29404,26,16,-1
29407,26,-1,-1
29409,26,-1,-1
29421,26,-1,-1
29425,26,-1,-1
29443,26,-1,-1
29498,26,12,9
29501,26,-1,-1
29510,26,-1,-1
29515,26,-1,-1
29518,26,-1,-1
29519,26,-1,-1
29520,26,-1,-1
29522,26,-1,-1
29528,26,-1,-1
29529,26,-1,-1
29544,26,-1,-1
29549,26,-1,-1
29557,26,-1,-1
29558,26,-1,-1
29576,26,-1,-1
29577,26,-1,-1
29613,26,-1,-1
29627,26,-1,-1
29649,26,-1,-1
29655,26,-1,-1
29662,26,-1,-1
29664,26,-1,-1
29667,26,-1,-1
29668,26,-1,-1
29673,26,-1,-1
29675,26,-1,-1
29676,26,-1,-1
29678,26,-1,-1
29725,26,-1,-1
29738,26,-1,-1
29761,26,-1,-1
29768,26,-1,-1
29772,26,-1,-1
29774,26,-1,-1
29775,26,-1,-1
29776,26,-1,-1
29797,26,-1,-1
29798,26,-1,-1
29800,26,-1,-1
29809,26,-1,-1
29817,26,-1,-1
29818,26,-1,-1
29826,26,-1,-1
29831,26,-1,-1
29833,26,-1,-1
29835,26,-1,-1
29850,26,-1,-1
29854,26,-1,-1
29866,26,-1,-1
29870,26,-1,-1
29871,26,-1,-1
29887,26,-1,-1
29889,26,-1,-1
29895,26,-1,-1
29906,26,-1,-1
29920,26,-1,-1
29927,26,-1,-1
29945,26,-1,-1
29950,26,1,16
29953,26,-1,-1
29957,26,-1,-1
29962,26,-1,-1
29990,26,-1,-1
29994,26,-1,-1
30009,26,-1,-1
30014,26,-1,-1
30017,26,-1,-1
30018,26,-1,-1
30025,26,-1,-1
30029,26,-1,-1
30056,26,13,-1
30074,26,-1,-1
30076,26,-1,-1
30094,26,-1,-1
30097,26,-1,-1
30113,26,-1,-1
30117,26,-1,-1
30118,26,23,-1
30121,26,-1,-1
30125,26,-1,-1
30137,26,-1,-1
30144,26,-1,-1
30146,26,-1,-1
30175,26,-1,-1
30180,26,-1,-1
30188,26,-1,-1
30193,26,-1,-1
30231,26,-1,-1
30232,26,-1,-1
30252,26,10,-1
30253,26,-1,-1
30259,26,-1,-1
30268,26,-1,-1
30269,26,-1,-1
30274,26,-1,-1
30296,26,-1,-1
30337,26,-1,-1
30353,26,-1,-1
30377,26,-1,-1
30385,26,-1,-1
30389,26,-1,-1
30412,26,-1,-1
30425,26,-1,-1
30437,26,-1,-1
30440,26,-1,-1
30448,26,-1,-1
30450,26,-1,-1
30479,26,-1,-1
30506,26,-1,-1
30526,26,-1,-1
30528,26,-1,-1
30547,26,-1,-1
30583,26,-1,-1
30585,26,-1,-1
30618,26,-1,-1
30621,26,-1,-1
30647,26,-1,-1
30654,26,-1,-1
30662,26,-1,-1
30671,26,-1,-1
30676,26,-1,-1
30688,26,-1,-1
30695,26,-1,-1
30699,26,-1,-1
30700,26,20,-1
30706,26,-1,-1
30709,26,23,-1
30734,26,-1,-1
30746,26,-1,-1
30752,26,-1,-1
30766,26,-1,-1
30772,26,-1,-1
30782,26,-1,-1
30793,26,-1,-1
30800,26,-1,-1
30808,26,-1,-1
30813,26,-1,-1
30817,26,-1,-1
30844,26,-1,-1
30857,26,-1,-1
30870,26,-1,-1
30878,26,-1,-1
30880,26,-1,-1
30892,26,-1,-1
30901,26,-1,-1
30908,26,-1,-1
30913,26,-1,-1
30918,26,-1,-1
30919,26,-1,-1
30925,26,-1,-1
30931,26,-1,-1
30952,26,-1,-1
30963,26,-1,-1
30964,26,13,-1
30967,26,13,-1
30994,26,-1,-1
31009,26,10,-1
31012,26,-1,-1
31032,26,-1,-1
31039,26,-1,-1
31056,26,-1,-1
31059,26,-1,-1
31061,26,-1,-1
31065,26,-1,-1
31067,26,-1,-1
31077,26,-1,-1
31081,26,-1,-1
31087,26,-1,-1
31099,26,-1,-1
31109,26,-1,-1
31126,26,-1,-1
31133,26,-1,-1
31134,26,-1,-1
31139,26,-1,-1
31143,26,-1,-1
31159,26,-1,-1
31162,26,-1,-1
31163,26,-1,-1
31166,26,-1,-1
31173,26,-1,-1
31183,26,-1,-1
31187,26,-1,-1
31206,26,-1,-1
31209,26,-1,-1
31211,26,-1,-1
31224,26,13,4
31233,26,-1,-1
31241,26,13,9
31244,26,-1,-1
31249,26,-1,-1
31260,26,-1,-1
31272,26,-1,-1
31274,26,-1,-1
31284,26,-1,-1
31287,26,-1,-1
31289,26,-1,-1
31305,26,-1,-1
31309,26,-1,-1
31311,26,-1,-1
31318,26,-1,-1
31338,26,-1,-1
31341,26,-1,-1
31347,26,-1,-1
31350,26,-1,-1
31353,26,-1,-1
31356,26,-1,-1
31357,26,-1,-1
31359,26,-1,-1
31366,26,-1,-1
31377,26,10,-1
31389,26,-1,-1
31397,26,5,13
31402,26,-1,-1
31414,26,-1,-1
31417,26,-1,-1
31418,26,-1,-1
31419,26,-1,-1
31431,26,-1,-1
31436,26,-1,-1
31459,26,-1,-1
31470,26,-1,-1
31471,26,-1,-1
31475,26,-1,-1
31476,26,-1,-1
31477,26,-1,-1
31486,26,13,-1
31495,26,-1,-1
31526,26,13,-1
31527,26,-1,-1
31528,26,-1,-1
31532,26,-1,-1
31540,26,-1,-1
31542,26,-1,-1
31549,26,-1,-1
31553,26,-1,-1
31563,26,-1,-1
31570,26,-1,-1
31575,26,15,-1
31580,26,-1,-1
31582,26,-1,-1
31599,26,-1,-1
31607,26,-1,-1
31621,26,-1,-1
31623,26,-1,-1
31635,26,-1,-1
31638,26,-1,-1
31649,26,-1,-1
31653,26,-1,-1
31658,26,-1,-1
31672,26,-1,-1
31674,26,-1,-1
31680,26,-1,-1
31705,26,-1,-1
31706,26,-1,-1
31712,26,-1,-1
31715,26,-1,-1
31724,26,-1,-1
31741,26,-1,-1
31752,26,-1,-1
31764,26,-1,-1
31776,26,-1,-1
31787,26,-1,-1
31796,26,-1,-1
31799,26,-1,-1
31806,26,-1,-1
31808,26,-1,-1
31809,26,-1,-1
31811,26,-1,-1
31820,26,-1,-1
31837,26,-1,-1
31838,26,-1,-1
31840,26,-1,-1
31868,26,-1,-1
31873,26,-1,-1
31879,26,-1,-1
31884,26,-1,-1
31885,26,-1,-1
31912,26,-1,-1
31946,26,-1,-1
31959,26,-1,-1
31961,26,-1,-1
31965,26,-1,-1
31971,26,-1,-1
31987,26,-1,-1
32014,26,-1,-1
32044,26,-1,-1
32046,26,-1,-1
32068,26,-1,-1
32077,26,-1,-1
32078,26,-1,-1
32083,26,-1,-1
32097,26,-1,-1
32106,26,-1,-1
32112,26,-1,-1
32120,26,-1,-1
32131,26,-1,-1
32138,26,-1,-1
32139,26,-1,-1
32150,26,-1,-1
32166,26,-1,-1
32186,26,-1,-1
32195,26,-1,-1
32205,26,-1,-1
32211,26,-1,-1
32215,26,16,21
32217,26,-1,-1
32221,26,-1,-1
32234,26,-1,-1
32235,26,13,-1
32244,26,-1,-1
32250,26,-1,-1
32256,26,-1,-1
32262,26,-1,-1
32288,26,-1,-1
32293,26,-1,-1
32308,26,-1,-1
32310,26,-1,-1
32320,26,10,-1
32354,26,-1,-1
32360,26,-1,-1
32365,26,-1,-1
32375,26,-1,-1
32389,26,-1,-1
32423,26,-1,-1
32450,26,-1,-1
32451,26,-1,-1
32458,26,23,-1
32459,26,-1,-1
32493,26,-1,-1
32499,26,16,-1
32505,26,-1,-1
32511,26,-1,-1
32529,26,-1,-1
32542,26,-1,-1
32544,26,-1,-1
32551,26,-1,-1
32561,26,-1,-1
32573,26,-1,-1
32619,26,-1,-1
32624,26,14,-1
32628,26,-1,-1
32635,26,-1,-1
32643,26,-1,-1
32664,26,-1,-1
32672,26,13,-1
32674,26,-1,-1
32683,26,-1,-1
32689,26,15,-1
32701,26,-1,-1
32713,26,-1,-1
32715,26,-1,-1
32717,26,-1,-1
32731,26,-1,-1
32732,26,-1,-1
32738,26,13,7
32775,26,-1,-1
32787,26,-1,-1
32791,26,-1,-1
32799,26,-1,-1
32812,26,-1,-1
32818,26,-1,-1
32828,26,-1,-1
32831,26,-1,-1
32836,26,-1,-1
32850,26,-1,-1
32852,26,-1,-1
32853,26,-1,-1
32865,26,-1,-1
32872,26,-1,-1
32896,26,-1,-1
32902,26,-1,-1
32905,26,-1,-1
32911,26,-1,-1
32915,26,-1,-1
32926,26,-1,-1
32929,26,-1,-1
32937,26,-1,-1
32947,26,-1,-1
32949,26,-1,-1
32952,26,-1,-1
32953,26,-1,-1
32967,26,-1,-1
32984,26,-1,-1
32994,26,-1,-1
33006,26,-1,-1
33023,26,-1,-1
33050,26,-1,-1
33059,26,-1,-1
33069,26,-1,-1
33081,26,-1,-1
33088,26,-1,-1
33111,26,-1,-1
33117,26,-1,-1
33122,26,-1,-1
33154,26,-1,-1
33164,26,-1,-1
33168,26,-1,-1
33169,26,-1,-1
33184,26,-1,-1
33191,26,-1,-1
33197,26,-1,-1
33205,26,-1,-1
33219,26,-1,-1
33240,26,-1,-1
33259,26,-1,-1
33260,26,-1,-1
33261,26,-1,-1
33274,26,-1,-1
33286,26,-1,-1
33287,26,-1,-1
33289,26,-1,-1
33297,26,-1,-1
33301,26,-1,-1
33316,26,-1,-1
33322,26,-1,-1
33326,26,-1,-1
33329,26,-1,-1
33343,26,-1,-1
33351,26,-1,-1
33352,26,-1,-1
33365,26,-1,-1
33370,26,-1,-1
33372,26,-1,-1
33373,26,-1,-1
33375,26,-1,-1
33376,26,-1,-1
33406,26,-1,-1
33424,26,-1,-1
33429,26,-1,-1
33434,26,-1,-1
33441,26,-1,-1
33456,26,-1,-1
33459,26,-1,-1
33465,26,-1,-1
33471,26,-1,-1
33487,26,-1,-1
33503,26,-1,-1
33526,26,-1,-1
33527,26,-1,-1
33563,26,20,-1
33574,26,-1,-1
33575,26,-1,-1
33582,26,-1,-1
33593,26,-1,-1
33611,26,-1,-1
33614,26,-1,-1
33621,26,-1,-1
33624,26,-1,-1
33661,26,-1,-1
33662,26,-1,-1
33664,26,-1,-1
33665,26,-1,-1
33677,26,-1,-1
33678,26,-1,-1
33679,26,-1,-1
33703,26,-1,-1
33725,26,-1,-1
33729,26,-1,-1
33733,26,-1,-1
33738,26,-1,-1
33765,26,-1,-1
33777,26,-1,-1
33778,26,-1,-1
33784,26,-1,-1
33827,26,-1,-1
33844,26,-1,-1
33848,26,-1,-1
33852,26,-1,-1
33858,26,-1,-1
33864,26,-1,-1
33876,26,-1,-1
33886,26,-1,-1
33901,26,-1,-1
33906,26,-1,-1
33911,26,-1,-1
33924,26,-1,-1
33926,26,-1,-1
33930,26,-1,-1
33931,26,-1,-1
33933,26,-1,-1
33939,26,-1,-1
33940,26,-1,-1
33947,26,-1,-1
34006,26,-1,-1
34007,26,-1,-1
34039,26,-1,-1
34077,26,-1,-1
34078,26,-1,-1
34096,26,-1,-1
34136,26,7,-1
34150,26,22,-1
34191,26,-1,-1
34193,26,-1,-1
34197,26,-1,-1
34201,26,-1,-1
34205,26,-1,-1
34213,26,-1,-1
34221,26,-1,-1
34223,26,-1,-1
34238,26,-1,-1
34241,26,-1,-1
34242,26,-1,-1
34249,26,22,-1
34272,26,-1,-1
34299,26,-1,-1
34339,26,-1,-1
34343,26,-1,-1
34346,26,-1,-1
34379,26,-1,-1
34384,26,-1,-1
34411,26,4,-1
34427,26,23,-1
34451,26,-1,-1
34473,26,-1,-1
34509,26,-1,-1
34513,26,-1,-1
34520,26,-1,-1
34527,26,-1,-1
34530,26,-1,-1
34569,26,-1,-1
34582,26,-1,-1
34594,26,-1,-1
34608,26,-1,-1
34619,26,-1,-1
34663,26,-1,-1
34676,26,-1,-1
34677,26,13,-1
34701,26,-1,-1
34710,26,-1,-1
34736,26,-1,-1
34743,26,10,-1
34756,26,-1,-1
34771,26,-1,-1
34824,26,-1,-1
34834,26,-1,-1
34847,26,-1,-1
34898,26,-1,-1
34911,26,-1,-1
34921,26,-1,-1
34933,26,-1,-1
34948,26,-1,-1
34950,26,-1,-1
34952,26,-1,-1
34967,26,-1,-1
34969,26,-1,-1
34982,26,16,-1
34989,26,-1,-1
34991,26,-1,-1
34994,26,-1,-1
35000,26,-1,-1
35017,26,-1,-1
35027,26,-1,-1
35060,26,-1,-1
35099,26,-1,-1
35100,26,-1,-1
35109,26,-1,-1
35125,26,-1,-1
35129,26,-1,-1
35132,26,-1,-1
35145,26,-1,-1
35166,26,-1,-1
35167,26,-1,-1
35173,26,-1,-1
35174,26,-1,-1
35179,26,-1,-1
35185,26,-1,-1
35211,26,-1,-1
35229,26,-1,-1
35233,26,-1,-1
35236,26,-1,-1
35239,26,-1,-1
35240,26,-1,-1
35278,26,-1,-1
35289,26,-1,-1
35297,26,-1,-1
35301,26,-1,-1
35326,26,-1,-1
35347,26,-1,-1
35348,26,-1,-1
35354,26,-1,-1
35359,26,-1,-1
35377,26,-1,-1
35381,26,-1,-1
35409,26,-1,-1
35416,26,-1,-1
35437,26,23,-1
35442,26,-1,-1
35459,26,-1,-1
35478,26,-1,-1
35487,26,-1,-1
35501,26,-1,-1
35505,26,-1,-1
35508,26,-1,-1
35515,26,16,-1
35532,26,-1,-1
35585,26,-1,-1
35600,26,-1,-1
35613,26,-1,-1
35617,26,-1,-1
35625,26,-1,-1
35658,26,-1,-1
35662,26,-1,-1
35671,26,-1,-1
35678,26,-1,-1
35706,26,-1,-1
35710,26,13,-1
35717,26,-1,-1
35718,26,-1,-1
35738,26,-1,-1
35760,26,-1,-1
35779,26,13,7
35783,26,-1,-1
35794,26,-1,-1
35802,26,-1,-1
35808,26,-1,-1
35813,26,16,-1
35814,26,-1,-1
35820,26,-1,-1
35821,26,-1,-1
35835,26,-1,-1
35855,26,-1,-1
35859,26,-1,-1
35862,26,-1,-1
35880,26,-1,-1
35908,26,-1,-1
35912,26,-1,-1
35916,26,-1,-1
35924,26,-1,-1
35927,26,-1,-1
35934,26,-1,-1
35941,26,-1,-1
35945,26,-1,-1
35950,26,-1,-1
35964,26,-1,-1
35970,26,25,-1
35974,26,-1,-1
35976,26,-1,-1
36001,26,-1,-1
36025,26,-1,-1
36033,26,-1,-1
36041,26,-1,-1
36047,26,-1,-1
36063,26,-1,-1
36073,26,-1,-1
36078,26,-1,-1
36082,26,2,-1
36087,26,-1,-1
36093,26,-1,-1
36102,26,13,-1
36108,26,-1,-1
36111,26,-1,-1
36117,26,16,-1
36124,26,-1,-1
36147,26,-1,-1
36149,26,-1,-1
36165,26,-1,-1
36167,26,-1,-1
36179,26,-1,-1
36210,26,-1,-1
36229,26,-1,-1
36234,26,-1,-1
36239,26,-1,-1
36243,26,-1,-1
36244,26,-1,-1
36251,26,-1,-1
36253,26,-1,-1
36258,26,-1,-1
36262,26,-1,-1
36263,26,-1,-1
36266,26,-1,-1
36276,26,-1,-1
36304,26,-1,-1
36305,26,-1,-1
36307,26,-1,-1
36316,26,-1,-1
36321,26,-1,-1
36325,26,-1,-1
36335,26,-1,-1
36358,26,-1,-1
36371,26,-1,-1
36378,26,-1,-1
36391,26,-1,-1
36408,26,-1,-1
36428,26,-1,-1
36429,26,-1,-1
36433,26,-1,-1
36443,26,-1,-1
36461,26,-1,-1
36472,26,-1,-1
36491,26,-1,-1
36496,26,-1,-1
36520,26,-1,-1
36536,26,-1,-1
36538,26,-1,-1
36546,26,-1,-1
36553,26,-1,-1
36561,26,-1,-1
36576,26,-1,-1
36591,26,-1,-1
36609,26,-1,-1
36610,26,-1,-1
36640,26,-1,-1
36641,26,-1,-1
36647,26,-1,-1
36648,26,-1,-1
36651,26,-1,-1
36667,26,-1,-1
36689,26,-1,-1
36691,26,-1,-1
36699,26,-1,-1
36726,26,-1,-1
36773,26,-1,-1
36778,26,-1,-1
36798,26,-1,-1
36803,26,-1,-1
36805,26,-1,-1
36834,26,-1,-1
36837,26,-1,-1
36856,26,-1,-1
36859,26,-1,-1
36878,26,-1,-1
36879,26,-1,-1
36888,26,-1,-1
36924,26,-1,-1
36930,26,-1,-1
36931,26,-1,-1
36932,26,-1,-1
36943,26,-1,-1
36949,26,-1,-1
36968,26,-1,-1
36969,26,-1,-1
36971,26,-1,-1
37006,26,-1,-1
37012,26,-1,-1
37013,26,-1,-1
37021,26,-1,-1
37025,26,-1,-1
37029,26,23,-1
37039,26,-1,-1
37046,26,-1,-1
37047,26,-1,-1
37048,26,-1,-1
37052,26,-1,-1
37055,26,-1,-1
37062,26,-1,-1
37063,26,-1,-1
37069,26,10,-1
37072,26,5,-1
37090,26,-1,-1
37091,26,-1,-1
37097,26,-1,-1
37105,26,-1,-1
37108,26,-1,-1
37111,26,-1,-1
37122,26,23,-1
37124,26,-1,-1
37129,26,-1,-1
37146,26,-1,-1
37159,26,22,-1
37198,26,-1,-1
37207,26,-1,-1
37219,26,-1,-1
37226,26,-1,-1
37232,26,-1,-1
37241,26,15,-1
37251,26,-1,-1
37252,26,19,-1
37254,26,-1,-1
37262,26,-1,-1
37274,26,-1,-1
37282,26,-1,-1
37291,26,-1,-1
37294,26,-1,-1
37309,26,-1,-1
37345,26,-1,-1
37346,26,16,-1
37347,26,-1,-1
37350,26,-1,-1
37351,26,-1,-1
37356,26,-1,-1
37371,26,-1,-1
37379,26,-1,-1
37401,26,-1,-1
37403,26,23,-1
37440,26,-1,-1
37455,26,-1,-1
37472,26,-1,-1
37494,26,-1,-1
37504,26,-1,-1
37514,26,13,-1
37519,26,-1,-1
37534,26,-1,-1
37544,26,-1,-1
37552,26,-1,-1
37553,26,13,-1
37562,26,-1,-1
37563,26,23,-1
37574,26,-1,-1
37601,26,-1,-1
37608,26,-1,-1
37637,26,-1,-1
37655,26,-1,-1
37663,26,-1,-1
37691,26,-1,-1
37706,26,-1,-1
37718,26,-1,-1
37723,26,-1,-1
37733,26,-1,-1
37736,26,-1,-1
37745,26,-1,-1
37766,26,2,0
37774,26,-1,-1
37790,26,-1,-1
37793,26,-1,-1
37810,26,-1,-1
37821,26,-1,-1
37829,26,-1,-1
37855,26,-1,-1
37884,26,-1,-1
37886,26,-1,-1
37890,26,-1,-1
37892,26,-1,-1
37898,26,13,16
37909,26,-1,-1
37925,26,-1,-1
37945,26,-1,-1
37965,26,-1,-1
37976,26,-1,-1
37992,26,-1,-1
37994,26,-1,-1
37997,26,13,-1
38002,26,-1,-1
38014,26,-1,-1
38027,26,13,21
38030,26,-1,-1
38034,26,-1,-1
38035,26,-1,-1
38041,26,-1,-1
38068,26,-1,-1
38085,26,-1,-1
38097,26,-1,-1
38105,26,-1,-1
38118,26,-1,-1
38129,26,-1,-1
38141,26,-1,-1
38142,26,-1,-1
38153,26,-1,-1
38169,26,-1,-1
38175,26,-1,-1
38185,26,-1,-1
38202,26,-1,-1
38209,26,-1,-1
38211,26,-1,-1
38218,26,-1,-1
38219,26,-1,-1
38223,26,-1,-1
