uid,hotspot_0,hotspot_1,hotspot_2
12979,26,-1,-1
12982,26,-1,-1
12985,26,4,13
12987,26,-1,-1
12991,26,10,11
13004,26,-1,-1
13005,26,-1,-1
13021,26,-1,-1
13023,26,-1,-1
13036,26,-1,-1
13041,26,-1,-1
13049,26,-1,-1
13057,26,-1,-1
13081,26,-1,-1
13087,26,-1,-1
13101,26,-1,-1
13121,26,-1,-1
13127,26,-1,-1
13132,26,-1,-1
13133,26,-1,-1
13135,26,-1,-1
13137,26,-1,-1
13155,26,-1,-1
13163,26,-1,-1
13182,26,-1,-1
13192,26,-1,-1
13196,26,2,-1
13211,26,-1,-1
13216,26,23,-1
13235,26,-1,-1
13246,26,-1,-1
13254,26,-1,-1
13265,26,-1,-1
13270,26,-1,-1
13273,26,-1,-1
13276,26,13,10
13282,26,-1,-1
13286,26,-1,-1
13295,26,-1,-1
13303,26,-1,-1
13344,26,10,16
13346,26,-1,-1
13355,26,-1,-1
13374,26,-1,-1
13381,26,-1,-1
13394,26,-1,-1
13416,26,-1,-1
13423,26,-1,-1
13426,26,-1,-1
13459,26,-1,-1
13465,26,-1,-1
13491,26,-1,-1
13498,26,-1,-1
13501,26,-1,-1
13511,26,-1,-1
13526,26,-1,-1
13527,26,-1,-1
13540,26,-1,-1
13556,26,-1,-1
13569,26,-1,-1
13573,26,-1,-1
13577,26,-1,-1
13580,26,-1,-1
13584,26,22,-1
13589,26,-1,-1
13592,26,-1,-1
13595,26,-1,-1
13601,26,-1,-1
13607,26,-1,-1
13609,26,20,24
13620,26,-1,-1
13647,26,-1,-1
13664,26,-1,-1
13673,26,-1,-1
13702,26,-1,-1
13703,26,-1,-1
13709,10,26,23
13722,26,-1,-1
13735,26,-1,-1
13759,26,-1,-1
13760,26,-1,-1
13765,26,-1,-1
13779,26,-1,-1
13780,26,-1,-1
13807,26,-1,-1
13813,26,-1,-1
13838,26,-1,-1
13849,26,-1,-1
13856,26,-1,-1
13860,26,-1,-1
13876,26,-1,-1
13880,26,-1,-1
13885,26,-1,-1
13890,26,-1,-1
13894,26,-1,-1
13904,26,-1,-1
13921,26,-1,-1
13961,26,-1,-1
13963,26,-1,-1
13969,26,-1,-1
13971,26,-1,-1
13975,26,-1,-1
13980,26,-1,-1
13982,26,-1,-1
13988,26,-1,-1
13990,26,-1,-1
13993,26,-1,-1
13997,26,-1,-1
14005,26,-1,-1
14023,26,-1,-1
14024,26,-1,-1
14040,26,-1,-1
14049,26,-1,-1
14056,26,-1,-1
14059,26,-1,-1
14070,26,-1,-1
14071,26,-1,-1
14073,26,-1,-1
14077,26,-1,-1
14079,26,-1,-1
14090,26,-1,-1
14103,26,-1,-1
14116,26,-1,-1
14140,26,-1,-1
14175,26,-1,-1
14183,26,-1,-1
14187,26,-1,-1
14201,26,-1,-1
14238,26,-1,-1
14252,26,-1,-1
14260,26,-1,-1
14269,26,-1,-1
14280,26,-1,-1
14281,26,-1,-1
14287,26,-1,-1
14291,26,-1,-1
14299,26,-1,-1
14304,26,16,-1
14311,26,-1,-1
14319,26,-1,-1
14328,26,-1,-1
14331,26,-1,-1
14336,26,-1,-1
14342,26,-1,-1
14344,26,-1,-1
14349,26,-1,-1
14350,26,-1,-1
14351,26,-1,-1
14363,26,-1,-1
14379,26,-1,-1
14387,26,-1,-1
14393,26,-1,-1
14411,26,-1,-1
14415,26,-1,-1
14429,26,-1,-1
14443,26,-1,-1
14447,26,-1,-1
14451,26,-1,-1
14460,26,-1,-1
14461,26,-1,-1
14467,26,-1,-1
14508,26,-1,-1
14510,26,-1,-1
14520,26,-1,-1
14525,26,-1,-1
14529,26,-1,-1
14541,26,-1,-1
14546,26,-1,-1
14556,26,-1,-1
14561,26,-1,-1
14563,26,-1,-1
14575,26,-1,-1
14577,26,-1,-1
14578,26,-1,-1
14594,26,-1,-1
14611,26,-1,-1
14614,26,-1,-1
14625,26,-1,-1
14643,26,-1,-1
14648,26,-1,-1
14655,26,-1,-1
14667,26,-1,-1
14683,26,-1,-1
14693,26,-1,-1
14704,26,-1,-1
14706,26,-1,-1
14715,26,-1,-1
14727,26,-1,-1
14737,26,-1,-1
14753,26,-1,-1
14754,26,-1,-1
14774,26,-1,-1
14786,26,-1,-1
14793,26,-1,-1
14799,26,-1,-1
14805,26,-1,-1
14806,26,-1,-1
14816,26,-1,-1
14818,26,-1,-1
14819,26,-1,-1
14842,26,-1,-1
14859,13,26,-1
14862,26,-1,-1
14865,26,-1,-1
14884,26,-1,-1
14901,26,-1,-1
14917,26,-1,-1
14924,26,-1,-1
14926,26,4,-1
14938,26,13,-1
14945,26,-1,-1
14948,26,-1,-1
14953,26,-1,-1
14955,26,-1,-1
14960,26,-1,-1
14973,26,-1,-1
14984,26,-1,-1
14986,26,-1,-1
14998,26,-1,-1
15009,26,-1,-1
15010,26,-1,-1
15035,26,-1,-1
15054,26,-1,-1
15060,26,-1,-1
15071,26,-1,-1
15074,26,-1,-1
15075,13,26,-1
15098,26,-1,-1
15100,26,-1,-1
15108,26,-1,-1
15114,26,-1,-1
15115,26,-1,-1
15119,26,-1,-1
15141,26,-1,-1
15142,26,-1,-1
15156,26,-1,-1
15159,26,-1,-1
15163,26,-1,-1
15197,26,-1,-1
15200,26,-1,-1
15203,26,-1,-1
15205,26,-1,-1
15212,26,-1,-1
15216,26,-1,-1
15222,26,-1,-1
15246,26,-1,-1
15254,26,-1,-1
15255,26,-1,-1
15261,26,-1,-1
15264,26,-1,-1
15266,26,23,-1
15268,26,-1,-1
15276,26,-1,-1
15279,26,-1,-1
15281,26,-1,-1
15283,26,-1,-1
15300,26,-1,-1
15322,26,-1,-1
15325,26,-1,-1
15362,26,-1,-1
15367,26,13,-1
15369,26,-1,-1
15372,26,-1,-1
15384,26,-1,-1
15392,26,-1,-1
15401,26,-1,-1
15420,26,-1,-1
15449,26,-1,-1
15471,26,-1,-1
15479,26,-1,-1
15484,26,-1,-1
15497,26,-1,-1
15500,26,-1,-1
15503,26,-1,-1
15525,26,-1,-1
15543,26,-1,-1
15579,26,-1,-1
15581,26,-1,-1
15598,26,-1,-1
15605,26,-1,-1
15631,26,-1,-1
15643,26,20,22
15644,26,-1,-1
15656,26,-1,-1
15692,26,-1,-1
15703,26,-1,-1
15720,26,-1,-1
15730,26,-1,-1
15731,26,-1,-1
15734,26,-1,-1
15739,26,-1,-1
15740,26,-1,-1
15786,26,-1,-1
15817,26,-1,-1
15841,26,-1,-1
15844,26,-1,-1
15853,26,-1,-1
15871,26,-1,-1
15875,26,-1,-1
15876,26,25,-1
15878,26,-1,-1
15894,26,14,-1
15900,26,-1,-1
15919,26,-1,-1
15929,26,-1,-1
15937,26,-1,-1
15940,26,23,-1
15942,26,-1,-1
15951,26,-1,-1
15953,26,-1,-1
15997,26,-1,-1
16005,26,14,-1
16015,26,-1,-1
16021,26,-1,-1
16030,26,-1,-1
16041,26,-1,-1
16055,26,-1,-1
16057,26,-1,-1
16089,26,-1,-1
16098,26,-1,-1
16100,26,-1,-1
16116,26,-1,-1
16119,26,-1,-1
16120,26,-1,-1
16153,26,-1,-1
16158,26,-1,-1
16160,26,-1,-1
16165,26,-1,-1
16175,26,-1,-1
16183,26,-1,-1
16188,26,-1,-1
16195,26,-1,-1
16199,26,-1,-1
16215,26,-1,-1
16219,26,-1,-1
16224,26,-1,-1
16225,26,-1,-1
16234,26,-1,-1
16252,26,-1,-1
16254,26,-1,-1
16255,26,-1,-1
16269,26,-1,-1
16271,26,-1,-1
16284,26,-1,-1
16291,26,-1,-1
16302,26,-1,-1
16317,26,23,-1
16354,26,-1,-1
16356,26,-1,-1
16360,26,-1,-1
16364,26,-1,-1
16367,26,-1,-1
16378,26,-1,-1
16390,26,-1,-1
16399,26,-1,-1
16401,26,-1,-1
16403,26,-1,-1
16405,26,-1,-1
16409,26,-1,-1
16411,26,-1,-1
16412,26,-1,-1
16413,26,-1,-1
16431,26,-1,-1
16436,26,-1,-1
16440,26,-1,-1
16443,26,-1,-1
16448,26,-1,-1
16465,26,-1,-1
16466,26,-1,-1
16509,26,-1,-1
16516,26,10,-1
16519,26,-1,-1
16520,26,10,11
16538,26,-1,-1
16555,26,-1,-1
16573,26,19,16
16590,26,-1,-1
16592,26,-1,-1
16602,26,13,-1
16623,26,-1,-1
16627,26,-1,-1
16635,26,-1,-1
16638,26,-1,-1
16645,26,-1,-1
16654,26,-1,-1
16669,26,-1,-1
16698,26,-1,-1
16699,26,-1,-1
16705,26,-1,-1
16717,26,-1,-1
16718,26,23,-1
16721,26,-1,-1
16732,26,-1,-1
16741,26,-1,-1
16774,26,-1,-1
16782,26,23,-1
16784,26,-1,-1
16790,26,-1,-1
16792,26,-1,-1
16804,26,-1,-1
16815,26,16,-1
16823,26,-1,-1
16825,26,-1,-1
16854,26,-1,-1
16873,26,-1,-1
16874,26,-1,-1
16875,26,-1,-1
16881,26,-1,-1
16909,26,23,-1
16927,26,16,-1
16930,26,-1,-1
16938,26,-1,-1
16946,26,-1,-1
16954,26,-1,-1
16979,26,-1,-1
16983,26,-1,-1
16985,26,-1,-1
16988,26,-1,-1
17008,26,24,-1
17014,26,-1,-1
17015,26,-1,-1
17016,26,-1,-1
17021,26,-1,-1
17029,26,-1,-1
17038,26,-1,-1
17039,26,-1,-1
17072,26,13,-1
17078,26,24,-1
17079,26,-1,-1
17087,26,-1,-1
17091,26,-1,-1
17102,26,-1,-1
17115,26,-1,-1
17119,26,-1,-1
17121,26,-1,-1
17130,26,-1,-1
17133,26,24,-1
17134,26,-1,-1
17155,26,-1,-1
17158,26,-1,-1
17177,26,-1,-1
17211,26,-1,-1
17221,26,-1,-1
17234,26,-1,-1
17239,26,-1,-1
17243,26,-1,-1
17267,26,-1,-1
17270,26,-1,-1
17310,26,-1,-1
17319,26,-1,-1
17321,26,-1,-1
17343,26,-1,-1
17348,26,-1,-1
17356,26,-1,-1
17363,26,-1,-1
17369,26,-1,-1
17371,26,-1,-1
17376,26,-1,-1
17379,26,-1,-1
17407,26,-1,-1
17409,26,-1,-1
17425,26,11,10
17436,26,-1,-1
17439,26,-1,-1
17448,26,-1,-1
17466,26,-1,-1
17473,26,-1,-1
17482,26,-1,-1
17485,26,-1,-1
17489,26,-1,-1
17492,26,-1,-1
17508,26,-1,-1
17514,26,-1,-1
17529,26,-1,-1
17537,26,-1,-1
17540,26,-1,-1
17542,26,-1,-1
17551,26,16,21
17555,26,-1,-1
17581,26,-1,-1
17583,26,-1,-1
17596,26,-1,-1
17599,26,-1,-1
17607,26,-1,-1
17609,26,-1,-1
17610,26,10,11
17619,26,-1,-1
17636,26,-1,-1
17640,26,-1,-1
17644,26,-1,-1
17661,26,-1,-1
17672,26,-1,-1
17679,26,-1,-1
17707,26,-1,-1
17709,26,-1,-1
17731,26,-1,-1
17746,26,-1,-1
17777,26,-1,-1
17783,26,-1,-1
17786,26,-1,-1
17798,26,-1,-1
17814,26,13,23
17819,26,-1,-1
17850,26,-1,-1
17852,26,-1,-1
17856,26,-1,-1
17873,26,-1,-1
17892,26,-1,-1
17898,26,-1,-1
17900,26,-1,-1
17905,26,-1,-1
17913,26,-1,-1
17925,26,-1,-1
17927,26,-1,-1
17936,26,-1,-1
17952,26,-1,-1
17956,26,-1,-1
17968,26,-1,-1
17977,26,-1,-1
17996,26,-1,-1
18007,26,-1,-1
18013,26,-1,-1
18016,26,-1,-1
18020,26,-1,-1
18040,26,-1,-1
18047,26,-1,-1
18061,26,-1,-1
18064,26,-1,-1
18078,26,13,5
18092,26,-1,-1
18094,26,23,-1
18101,26,-1,-1
18106,26,-1,-1
18121,26,-1,-1
18125,26,-1,-1
18132,26,-1,-1
18158,26,-1,-1
18159,26,-1,-1
18173,26,-1,-1
18175,26,-1,-1
18186,26,-1,-1
18204,26,-1,-1
18208,26,23,11
18212,26,-1,-1
18213,26,-1,-1
18214,26,-1,-1
18216,26,-1,-1
18221,26,-1,-1
18224,26,-1,-1
18226,26,-1,-1
18227,26,-1,-1
18237,26,-1,-1
18242,26,-1,-1
18244,26,-1,-1
18250,26,-1,-1
18252,26,-1,-1
18258,26,-1,-1
18259,26,-1,-1
18268,26,-1,-1
18270,26,-1,-1
18290,26,-1,-1
18329,26,-1,-1
18331,26,-1,-1
18336,26,13,-1
18346,26,-1,-1
18350,26,-1,-1
18357,26,-1,-1
18363,26,-1,-1
18390,26,-1,-1
18394,26,-1,-1
18404,26,-1,-1
18409,26,-1,-1
18411,26,-1,-1
18418,26,-1,-1
18457,26,-1,-1
18459,26,-1,-1
18474,26,-1,-1
18484,26,-1,-1
18507,26,-1,-1
18510,26,-1,-1
18516,26,-1,-1
18519,26,-1,-1
18525,26,-1,-1
18540,26,-1,-1
18543,26,-1,-1
18557,26,-1,-1
18569,26,-1,-1
18575,26,-1,-1
18579,26,-1,-1
18590,26,10,20
18605,26,-1,-1
18622,26,-1,-1
18663,26,-1,-1
18673,26,-1,-1
18699,26,-1,-1
18714,26,-1,-1
18721,26,-1,-1
18731,26,-1,-1
18742,26,-1,-1
18754,26,-1,-1
18765,26,-1,-1
18770,26,-1,-1
18775,26,-1,-1
18782,26,-1,-1
18791,26,-1,-1
18794,26,-1,-1
18797,26,-1,-1
18802,26,-1,-1
18807,26,-1,-1
18809,26,-1,-1
18811,26,-1,-1
18824,26,-1,-1
18827,26,-1,-1
18830,26,-1,-1
18831,26,-1,-1
18839,26,-1,-1
18844,26,-1,-1
18852,26,-1,-1
18868,26,-1,-1
18889,26,-1,-1
18893,26,-1,-1
18895,26,-1,-1
18897,26,-1,-1
18912,26,-1,-1
18914,26,-1,-1
18932,26,-1,-1
18933,26,13,-1
18934,26,-1,-1
18948,26,-1,-1
18957,26,-1,-1
18973,26,-1,-1
18979,26,-1,-1
19012,26,-1,-1
19025,26,-1,-1
19041,26,-1,-1
19057,26,-1,-1
19065,26,-1,-1
19066,26,-1,-1
19070,26,-1,-1
19079,26,-1,-1
19091,26,-1,-1
19107,26,-1,-1
19129,26,-1,-1
19132,26,-1,-1
19145,26,-1,-1
19153,26,-1,-1
19165,26,-1,-1
19184,26,-1,-1
19188,26,-1,-1
19191,26,-1,-1
19193,26,-1,-1
19200,26,-1,-1
19203,26,-1,-1
19219,26,-1,-1
19222,26,-1,-1
19228,26,-1,-1
19230,26,13,-1
19237,26,13,-1
19250,26,-1,-1
19251,26,-1,-1
19258,26,-1,-1
19293,26,-1,-1
19320,26,-1,-1
19326,26,-1,-1
19329,26,13,-1
19349,26,-1,-1
19350,26,23,11
19351,26,-1,-1
19366,26,-1,-1
19373,26,-1,-1
19376,26,-1,-1
19390,26,-1,-1
19396,26,-1,-1
19401,26,-1,-1
19405,26,-1,-1
19408,26,-1,-1
19411,26,-1,-1
19416,26,-1,-1
19427,26,-1,-1
19447,26,-1,-1
19453,26,-1,-1
19465,26,-1,-1
19481,26,-1,-1
19484,26,-1,-1
19494,26,-1,-1
19501,26,-1,-1
19502,26,-1,-1
19508,26,-1,-1
19525,26,-1,-1
19539,26,-1,-1
19543,26,-1,-1
19545,26,13,-1
19546,26,-1,-1
19565,26,-1,-1
19573,26,-1,-1
19601,26,-1,-1
19614,26,-1,-1
19619,26,-1,-1
19624,26,-1,-1
19630,26,-1,-1
19654,26,-1,-1
19673,26,-1,-1
19677,26,-1,-1
19695,26,-1,-1
19710,26,-1,-1
19749,26,-1,-1
19751,26,-1,-1
19755,26,-1,-1
19760,26,-1,-1
19771,26,-1,-1
19772,26,-1,-1
19778,26,-1,-1
19780,26,-1,-1
19783,26,-1,-1
19793,26,-1,-1
19799,26,-1,-1
19823,26,-1,-1
19830,26,15,-1
19846,26,-1,-1
19868,26,-1,-1
19881,26,-1,-1
19892,26,-1,-1
19894,26,-1,-1
19912,26,-1,-1
19922,26,-1,-1
19923,26,-1,-1
19924,26,-1,-1
19939,26,-1,-1
19970,26,-1,-1
19974,26,-1,-1
19991,26,-1,-1
19995,26,13,-1
20002,26,-1,-1
20015,26,-1,-1
20025,26,-1,-1
20026,26,-1,-1
20035,26,-1,-1
20042,26,-1,-1
20067,26,-1,-1
20075,26,-1,-1
20082,26,-1,-1
20084,26,-1,-1
20087,26,-1,-1
20088,26,-1,-1
20103,26,-1,-1
20106,26,-1,-1
20116,26,-1,-1
20120,26,11,-1
20125,26,-1,-1
20131,26,-1,-1
20143,26,-1,-1
20145,26,-1,-1
20152,26,-1,-1
20162,26,-1,-1
20186,26,-1,-1
20190,26,-1,-1
20191,26,-1,-1
20205,26,-1,-1
20206,26,-1,-1
20238,26,-1,-1
20239,26,-1,-1
20242,26,-1,-1
20258,26,-1,-1
20293,26,-1,-1
20294,26,-1,-1
20301,26,-1,-1
20342,26,-1,-1
20346,26,-1,-1
20367,26,-1,-1
20368,26,20,-1
20387,26,-1,-1
20391,26,-1,-1
20397,26,-1,-1
20405,26,-1,-1
20418,26,-1,-1
20424,26,17,-1
20429,26,-1,-1
20430,26,-1,-1
20432,26,-1,-1
20456,26,-1,-1
20464,26,-1,-1
20467,26,-1,-1
20476,26,-1,-1
20477,26,-1,-1
20480,26,-1,-1
20487,26,-1,-1
20496,26,-1,-1
20520,26,-1,-1
20521,26,-1,-1
20525,26,13,-1
20534,26,-1,-1
20553,26,-1,-1
20576,26,-1,-1
20619,26,-1,-1
20641,26,-1,-1
20645,26,-1,-1
20651,26,-1,-1
20658,26,-1,-1
20667,26,-1,-1
20669,26,-1,-1
20672,26,-1,-1
20673,26,14,-1
20681,26,-1,-1
20709,26,-1,-1
20718,26,-1,-1
20755,26,-1,-1
20767,26,-1,-1
20774,26,-1,-1
20818,26,-1,-1
20822,26,-1,-1
20825,26,-1,-1
20827,26,-1,-1
20842,26,13,-1
20844,26,-1,-1
20846,26,-1,-1
20852,26,17,18
20859,26,-1,-1
20880,26,-1,-1
20885,26,-1,-1
20895,26,-1,-1
20899,26,-1,-1
20902,26,-1,-1
20907,26,-1,-1
20913,26,-1,-1
20917,26,-1,-1
20928,26,-1,-1
20938,26,-1,-1
20939,26,-1,-1
20942,26,-1,-1
20947,26,-1,-1
20988,26,-1,-1
21056,26,-1,-1
21078,26,-1,-1
21080,26,13,-1
21081,26,-1,-1
21090,26,-1,-1
21098,26,-1,-1
21128,26,-1,-1
21132,26,-1,-1
21140,26,23,-1
21144,26,-1,-1
21158,26,-1,-1
21214,26,-1,-1
21225,26,-1,-1
21242,26,-1,-1
21257,26,-1,-1
21262,26,-1,-1
21265,26,-1,-1
21290,26,-1,-1
21293,26,-1,-1
21303,26,-1,-1
21314,26,-1,-1
21318,26,-1,-1
21322,26,-1,-1
21336,26,-1,-1
21360,26,-1,-1
21363,26,-1,-1
21376,26,-1,-1
21383,26,-1,-1
21394,26,-1,-1
21402,26,-1,-1
21405,26,-1,-1
21410,26,-1,-1
21426,26,-1,-1
21428,26,-1,-1
21431,26,-1,-1
21434,26,5,6
21442,26,-1,-1
21451,26,-1,-1
21452,26,-1,-1
21461,26,-1,-1
21463,26,-1,-1
21470,26,-1,-1
21491,26,-1,-1
21494,26,-1,-1
21499,26,-1,-1
21523,26,-1,-1
21528,26,-1,-1
21531,26,-1,-1
21551,26,-1,-1
21553,26,13,-1
21554,26,-1,-1
21556,26,-1,-1
21563,26,-1,-1
21577,26,-1,-1
21588,26,-1,-1
21614,26,-1,-1
21619,26,-1,-1
21622,26,-1,-1
21632,26,-1,-1
21635,26,-1,-1
21644,26,-1,-1
21646,26,-1,-1
21651,26,-1,-1
21653,26,-1,-1
21678,26,-1,-1
21679,26,16,-1
21681,26,-1,-1
21685,26,-1,-1
21693,26,-1,-1
21703,26,-1,-1
21715,26,-1,-1
21724,26,5,-1
21734,26,-1,-1
21749,26,-1,-1
21781,26,-1,-1
21808,26,-1,-1
21827,26,-1,-1
21843,26,-1,-1
21850,26,-1,-1
21859,26,-1,-1
21860,26,-1,-1
21867,26,22,-1
21872,26,-1,-1
21875,26,-1,-1
21876,26,-1,-1
21889,26,-1,-1
21914,26,-1,-1
21925,26,-1,-1
21931,26,15,14
21934,26,-1,-1
21946,26,-1,-1
21950,26,-1,-1
21954,26,-1,-1
21978,26,-1,-1
21983,26,-1,-1
22006,26,-1,-1
22015,26,23,-1
22016,26,-1,-1
22042,26,-1,-1
22049,26,13,12
22050,26,-1,-1
22071,26,-1,-1
22090,26,-1,-1
22102,26,-1,-1
22120,26,-1,-1
22145,26,-1,-1
22146,26,-1,-1
22155,26,-1,-1
22160,26,-1,-1
22161,26,-1,-1
22166,26,-1,-1
22168,26,-1,-1
22193,26,16,13
22194,26,-1,-1
22214,26,-1,-1
22225,26,-1,-1
22247,26,-1,-1
22259,26,-1,-1
22260,26,-1,-1
22270,26,-1,-1
22272,26,-1,-1
22275,26,-1,-1
22284,26,-1,-1
22295,26,-1,-1
22307,26,-1,-1
22309,26,-1,-1
22318,26,-1,-1
22339,26,-1,-1
22352,26,-1,-1
22366,26,-1,-1
22401,26,-1,-1
22419,26,-1,-1
22429,26,-1,-1
22480,26,-1,-1
22526,26,-1,-1
22547,26,-1,-1
22557,26,-1,-1
22594,26,-1,-1
22595,26,-1,-1
22599,26,-1,-1
22602,26,-1,-1
22611,26,-1,-1
22615,26,-1,-1
22622,26,-1,-1
22625,26,-1,-1
22649,26,-1,-1
22672,26,-1,-1
22673,26,-1,-1
22677,26,-1,-1
22688,26,-1,-1
22694,26,-1,-1
22696,26,-1,-1
22714,26,-1,-1
22715,26,-1,-1
22716,26,-1,-1
22731,26,-1,-1
22745,26,-1,-1
22750,26,16,-1
22756,26,-1,-1
22767,26,13,6
22770,26,-1,-1
22799,26,-1,-1
22810,26,-1,-1
22814,26,16,8
22845,26,-1,-1
22846,26,-1,-1
22853,26,13,-1
22862,26,13,-1
22866,26,-1,-1
22869,26,-1,-1
22871,26,-1,-1
22879,26,-1,-1
22881,26,-1,-1
22887,26,-1,-1
22903,26,-1,-1
22904,26,-1,-1
22919,26,13,-1
22923,26,-1,-1
22930,26,-1,-1
22934,26,-1,-1
22942,26,-1,-1
22946,26,-1,-1
22950,26,-1,-1
22955,26,5,-1
22978,26,-1,-1
22983,26,-1,-1
22987,26,-1,-1
22997,26,-1,-1
23006,26,23,-1
23007,26,-1,-1
23015,26,-1,-1
23025,26,-1,-1
23026,26,-1,-1
23030,26,-1,-1
23036,26,-1,-1
23039,26,16,-1
23047,26,-1,-1
23063,26,-1,-1
23087,26,-1,-1
23103,26,-1,-1
23111,26,-1,-1
23128,26,-1,-1
23140,26,-1,-1
23142,26,-1,-1
23151,26,-1,-1
23168,26,-1,-1
23184,26,-1,-1
23188,26,-1,-1
23211,26,-1,-1
23217,26,-1,-1
23248,26,-1,-1
23252,26,-1,-1
23286,26,-1,-1
23287,26,-1,-1
23316,26,-1,-1
23327,26,-1,-1
23333,26,-1,-1
23341,26,-1,-1
23347,26,-1,-1
23348,26,-1,-1
23350,26,-1,-1
23355,26,-1,-1
23359,26,-1,-1
23368,26,-1,-1
23375,26,-1,-1
23384,26,-1,-1
23394,26,16,-1
23398,26,23,13
23401,26,-1,-1
23404,26,-1,-1
23414,26,-1,-1
23417,26,-1,-1
23429,26,-1,-1
23431,26,-1,-1
23432,26,-1,-1
23455,26,-1,-1
23476,26,-1,-1
23495,26,-1,-1
23498,26,-1,-1
23517,26,-1,-1
23520,26,-1,-1
23536,26,-1,-1
23537,26,-1,-1
23540,26,-1,-1
23541,26,-1,-1
23545,26,-1,-1
23568,26,13,-1
23596,26,-1,-1
23604,26,23,-1
23612,26,-1,-1
23616,26,13,-1
23624,26,-1,-1
23626,26,-1,-1
23628,26,-1,-1
23651,26,-1,-1
23691,26,-1,-1
23692,26,-1,-1
23704,26,-1,-1
23711,26,-1,-1
23714,26,-1,-1
23722,26,-1,-1
23747,26,-1,-1
23755,26,16,-1
23768,26,-1,-1
23775,26,-1,-1
23781,26,-1,-1
23788,26,-1,-1
23791,26,-1,-1
23799,26,-1,-1
23800,26,-1,-1
23809,26,-1,-1
23816,26,-1,-1
23822,26,-1,-1
23824,26,-1,-1
23831,26,13,-1
23837,26,-1,-1
23842,26,-1,-1
23845,26,-1,-1
23849,26,10,20
23854,26,-1,-1
23864,26,-1,-1
23877,26,13,-1
23882,26,-1,-1
23883,26,-1,-1
23888,26,-1,-1
23892,26,10,-1
23894,26,-1,-1
23903,26,-1,-1
23924,26,-1,-1
23930,26,-1,-1
23932,26,-1,-1
23960,26,-1,-1
23967,26,-1,-1
23976,26,-1,-1
23989,26,-1,-1
24004,26,-1,-1
24013,26,-1,-1
24015,26,-1,-1
24031,26,-1,-1
24034,26,-1,-1
24039,26,-1,-1
24040,26,-1,-1
24042,26,-1,-1
24048,26,-1,-1
24050,26,-1,-1
24062,26,-1,-1
24069,26,-1,-1
24073,26,-1,-1
24076,26,-1,-1
24084,26,-1,-1
24093,26,23,-1
24094,26,-1,-1
24095,26,-1,-1
24098,26,-1,-1
24112,26,-1,-1
24134,26,-1,-1
24138,26,-1,-1
24140,26,-1,-1
24150,26,-1,-1
24171,26,-1,-1
24190,26,-1,-1
24199,26,-1,-1
24203,26,-1,-1
24208,26,-1,-1
24209,26,-1,-1
24231,26,-1,-1
24241,26,-1,-1
24249,26,-1,-1
24255,26,-1,-1
24262,26,-1,-1
24268,26,-1,-1
24278,26,-1,-1
24280,26,-1,-1
24282,26,-1,-1
24284,26,-1,-1
24296,26,3,-1
24310,26,-1,-1
24312,26,13,12
24313,26,-1,-1
24343,26,-1,-1
24361,26,-1,-1
24367,26,10,-1
24385,26,-1,-1
24386,26,13,-1
24387,26,-1,-1
24439,26,-1,-1
24459,26,-1,-1
24488,26,-1,-1
24490,26,-1,-1
24504,26,-1,-1
24519,26,-1,-1
24526,26,-1,-1
24530,26,-1,-1
24541,26,-1,-1
24553,26,-1,-1
24557,26,-1,-1
24573,26,-1,-1
24580,26,-1,-1
24582,26,4,-1
24586,26,-1,-1
24587,26,-1,-1
24599,26,20,18
24612,26,-1,-1
24613,26,-1,-1
24619,26,-1,-1
24624,26,-1,-1
24630,26,13,23
24651,26,-1,-1
24658,26,-1,-1
24699,26,-1,-1
24706,26,11,-1
24718,26,-1,-1
24733,26,-1,-1
24734,26,-1,-1
24758,26,-1,-1
24764,26,-1,-1
24765,26,13,-1
24784,26,-1,-1
24786,26,-1,-1
24794,26,-1,-1
24797,26,-1,-1
24811,13,26,-1
24812,26,13,-1
24813,26,-1,-1
24816,26,-1,-1
24825,26,-1,-1
24827,26,-1,-1
24830,26,-1,-1
24856,26,-1,-1
24860,26,-1,-1
24861,26,-1,-1
24868,26,-1,-1
24881,26,-1,-1
24896,26,-1,-1
24907,26,-1,-1
24915,26,-1,-1
24921,26,-1,-1
24930,26,-1,-1
24932,26,-1,-1
24936,26,-1,-1
24945,26,10,-1
24968,26,-1,-1
24973,26,13,-1
24988,26,-1,-1
25002,26,-1,-1
25012,26,-1,-1
25029,26,-1,-1
25031,26,-1,-1
25051,26,-1,-1
25061,26,-1,-1
25071,26,-1,-1
25075,26,-1,-1
25077,26,-1,-1
25081,26,-1,-1
25083,26,-1,-1
25085,26,10,-1
25113,26,-1,-1
25132,26,-1,-1
25140,26,-1,-1
25141,26,-1,-1
25162,26,-1,-1
25169,26,-1,-1
25181,26,-1,-1
25191,26,-1,-1
25202,26,-1,-1
25214,26,-1,-1
25217,26,-1,-1
25227,26,-1,-1
25231,26,-1,-1
25233,26,-1,-1
25240,26,-1,-1
25244,26,-1,-1
25248,26,-1,-1
25270,26,-1,-1
25308,26,-1,-1
25309,26,-1,-1
25316,26,-1,-1
25326,26,17,-1
25329,26,-1,-1
25337,26,-1,-1
25338,26,-1,-1
25368,26,-1,-1
25369,26,13,-1
25373,26,-1,-1
25374,26,-1,-1
25386,26,-1,-1
25389,26,-1,-1
25419,26,-1,-1
25423,26,-1,-1
25469,26,-1,-1
25476,26,-1,-1
